,artist,artist_pop,artist_id,song,song_pop,song_duration_ms,song_id
172,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Capea el Dough 2k14,35,707594,7kIP60tCZ6XlAtSbJjGlhU
173,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Esperando Por Ti,35,221773,1C4MgPWoUlLqPmz3cLOjzP
174,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Capea El Dough 2k17,33,370337,3SOY1DKorxsNPreFiuPwZ1
175,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Bonita Bonita,33,202960,1fktqEnilKuUGqyFy1UkyJ
176,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,litEral viEja,31,172216,54s44Bp3oszvCBHp8HpdLK
177,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Historia De Amor,29,251506,7FRmRaAFikqgemdqJ1mCV4
178,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Contigo Aprendí,29,225906,30IyCkSwdkspai8HijmAQN
179,Poeta Callejero,47,1m82A2YUjBaQnLAFi9vjJv,Cuando Me Muera,28,244526,6tEC6pjuQBtPY3mHBvRUnt
180,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Trucho,57,152796,6v3uWYfmamDBjB9gylwDwl
181,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Ella Es Calle,51,224853,04xO5tBqr6XYdauPIsLWTC
182,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Coronao,49,219180,1Rt9KDQJsHZcUnaVv5Qili
183,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Haciendo Dinero (En La Mia),48,230053,7azK5cwtA3F9YsNtHUITEf
184,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Pal' De Peso,46,205600,6RGY7WKvKnUUHYzSAtPXyI
185,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,La Pampara,46,227000,5CMYuOwdkbwCGz9QY1nII6
186,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Llegó El Cuco,46,230028,2fkQCc98rU6m6aIg5kMe2U
187,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,Sistema De Gangster,45,261866,4ypv7dnKGGMsMuFevN1OE7
188,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,El Celular,45,212506,0BRDTOOPHuKPvLx5j9qsAB
189,Rochy RD,56,4riOEaOW5hCeqomFDBk0aP,El Comienzo,44,215986,1QykCyOIFbZdZEiLq8gin1
190,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Mueve la Cadera,65,195250,5uAe6AXcN2SEOcOAy0Txkh
191,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Baje Con Trenzas,49,155533,1UliaPFNVIA9f3ocnwJmx3
192,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Baje Con Trenza - Remix,47,207804,16mjWUaQ4MjErG3LiD4jlD
193,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Bajale,46,157629,0s3WYLJg1fLQVc5jvoC5jr
194,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Pasate - Remix,44,193394,3X07aZDNVHZAqRevgAJtdd
195,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Pegamelo,37,149432,4uXnOZ4NA3yMRnTOIvOB78
196,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Yo Si Soy Trap 1.0,33,367516,0NiJ3M3d50e1wn0vtD67MO
197,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,La Pampara Navideña 2019,33,362057,4FiChqPkftUVeZYDXA8VBq
198,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Wawanco,32,190512,3R8SbqPk9qkUK7CMsUY2ec
199,Kiko el Crazy,56,3NpG6SsHaQETkdQVZH6V1E,Amigos,30,252682,2WDiiMQliJC0r0cH6pfZcj
200,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Como Yo le Doy,57,222376,7mgzOfPPygzCNdnxZBkxns
201,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,7 Locas - Original Dembow Version,44,195920,05F6kiE6hjjmWBXcIhrTFG
202,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Dimelo (feat. Wason Brazoban),43,242076,36i4IDPU4wSpsUCklhTIR1
203,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Nunca Te la Quité,43,195446,0UXqBMPpU1mNVnlFuuPMsK
204,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,La Que Me Mata,43,195578,3DdVMsFJe7iexh7Bx22hFc
205,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,El Mario de Tu Mujer (feat. Sensato),42,246386,02DaDbZtjht8xRERVwL7Zb
206,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Adiccion al Contacto,41,201784,5vShN1Ew2L1wu5vUH7SJkh
207,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Te Fuite,38,205557,1bsEYSP9Ei6uAdvmdEJ3VL
208,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Contigo No Se Me Para,38,260970,1Cx6Bgzr5liVWM6tZfucxE
209,Don Miguelo,58,1noWnd8QFQD9VLxWEeo4Zf,Por Ahí,35,168995,7Gn7oaSvpGZmRB9pKkZtqd
210,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,El Taxi,43,250200,5wTOtQJquKIQmazH73kCCZ
211,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Tu Si,42,166440,4tr32xMfaXxToTvGdZM6Ka
212,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,El Malo (Remix) [feat. Romeo Santos],40,204121,0wen64xumMyhzU1EUijhny
213,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Tu No Lo Sabe (feat. Padrino Lzf & MelyMel),36,279693,3wezX3pjvVuSkl9qxXxpNq
214,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Crazy People (DJ Buddha Explicit Version),34,196992,1HWxC0zGOkn1MXRMmXR4ma
215,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Que Lo Que,32,234526,5PGeKZIUcZVt893oJ5M3Co
216,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Tu Kiere Ser Tiguere,25,187314,0lZmPXttHliraDdVgW1klp
217,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Crazy People (Explicit),24,224179,0z8P62aA70gua9Q3rObMcB
218,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,Bello,24,200640,1zGOAvoIdprI2abYdTLgtK
219,Sensato,55,7iJrDbKM5fEkGdm5kpjFzS,No Me Niegue,24,203441,2LFpks6FENDbFwzOoo34Va
220,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,Mujeres,65,187666,6xLvYhLOW2oETJoZv8ChU8
221,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,"Mujeres (Mozart La Para, Justin Quiles, Farruko, Jowell & Randy) - Remix",63,236200,1AKP5JySgNsr2Y04z1yGHJ
222,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,Tu Perro,59,156969,3SNhGCcSEpSyi8ImxmatA5
223,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,Bye Bye,56,196746,1CFICGHfnZH6tXVKIYtYJp
224,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,Brinquen - Remix,55,291208,4PapVSimy0JvqUU0MoErGg
225,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,12 A 12,53,190400,51kDLGG90kHSjneUGNPmSy
226,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,De Tranquilote - Remix,52,180989,6v0TPwv96FHmd4qXnGMqDK
227,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,Pa' Que Sufran,49,199000,7B0eMeHAMbxbCTamE5us8J
228,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,Los Patrones,41,289676,3XZAJFdEANpxSH7tH7p2RG
229,Mozart La Para,64,0odliLZMTk45CEVzF3Zocl,El Coribiri,47,183200,52LavlE6CvrGJ3jEmJmkOu
230,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,Subete,69,224018,6CWMm2mJOrKyDH4W1X5d06
231,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,Marianela,64,186723,1xvnyke6EOVGi8jmFLDsTN
232,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,Muevelo,64,203441,26z79TvxoPoK0B9bq9zn4c
233,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,El Motorcito,63,169293,1c89Peahzqvhcs9UtiT879
234,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,Mojadero,61,235897,5uNOpdHMpFV9RxZ0qgNGcD
235,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,El Motorcito - Remix,56,211000,4kY5HMYgRgvHkdGtpdXcAs
236,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,5 Mujeres,55,209000,12IF1N3EbqgvRZweMJHAVO
237,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,La Resbalosa,55,207960,7i4AXtCkZJXbJFBIUiyzhy
238,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,Prendi,47,205893,38FFVJJUFMn0D5jS2H32FH
239,Lirico En La Casa,67,1Vr7DTbtTpOp4tn4hAGOYo,Brum Brum,47,172878,4HTCabvW8ANhqDkDexedzE
240,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Esa Flaca,57,191660,7ovS5qI1vRYvcjG5jDh09a
241,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Ven - Remix,51,184398,34DEq4NjmD2V5OOfUhVbwf
242,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Ven,47,169404,2edWJMHnqmf9RnLKcLfKes
243,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,La Peluca,47,178573,7AxEtufMoqGZNXpBNDidB9
244,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Hay Problema,44,164336,0tONGbNBS0rXrskRP8HT3U
245,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Pin Pon,41,196702,31TbxlC1DooqeAK547rnMD
246,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Pa Que Aguante Eta,43,181577,1zdPE06w06CYsHFO4S4FnX
247,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Guayabu,41,182543,7nlUPqJJ4LE1vYb5BXt2tT
248,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,En Papel de Regalo,40,170444,67onFaW8i95edbn90nRo8d
249,Liro Shaq,55,3oOJYwLB8FGSKYOQ5zx7Kk,Me Voy,38,175124,7LplbuDlZWbSDXiLjK846s
250,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,Superman Sin Capa,51,230257,7enqOzlUkUH0M1tHYwRTYO
251,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,La Envidia,47,194795,4iSS8RdAykVEpJY5pbjwQH
252,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,Bora Bora,46,169586,7zORehpxrrwAyrLzOkUSX5
253,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,#Deputamadre,45,166751,2YP8yaq7kdVD7Yq3bVyoi6
254,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,Debarata,41,201080,6GIYQislFlJUJFYHG7Fijl
255,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,Te Lo Vamo a Da,40,195734,15TcdGsX08XSZ4B8hXN2sy
256,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,Cuando Bebo,39,234372,7HEEmTfwfM56sSZd6glbZH
257,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,"Super Sin Capa (Remix) [feat. Secreto El Famoso Bibero, Lirico En La Casa, Musicologo & Bulova]",39,313728,5EAzOhzM3pEnfASMteI0Zo
258,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,Pegamelo,37,149432,4uXnOZ4NA3yMRnTOIvOB78
259,El Super Nuevo,51,3hWKGRKwr78bhxvErSJBdu,De Boca,34,183534,2VaYsYUBZZfj8nLyQxnGCs
260,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,What a Bam Bam,45,188973,0l6REfKf0k4aX5UsLIXEhe
261,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Insecure,37,191906,1WRXkAyxiHGMIwfay2oNCB
262,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Celebra (feat. Messiah),28,232933,3QPbeGHUNRwQ6105TXxOKT
263,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Balloons,34,201053,5ZB9tmvoSNYDoogZUES5bl
264,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Se Que Soy,31,211040,4ooiBtUGwntacxCef7LAPS
265,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,There's No Way,30,165957,5T56yynriYCiX1Qnas0Cyp
266,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,"Ayy (with Jowell & Randy, Fuego, El Negro 5 Estrellas, Ricky Lindo & Doble T Y El Crok Los Pepes) - EDB Original Mix",28,363986,5tWN4Msieh8dlafzulfXAk
267,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Don't Do It,22,158613,1L43RxEjAXTvSQoQdRBETS
268,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Dutty Wine,20,153573,5xRCm3d8IlbrdOabaD9QiL
269,Amara La Negra,47,6cdcTRFv0nFBQZPmTLWhRh,Otro Amor (Remix),19,226325,2kItnxFZAvtGi0KHQxElUL
270,Bulova,61,6NAhbfEqeWELwfjH391Vz0,"Hoy Me Desacato (Dale Pipo Remix) (feat. Nacho, Noriel & El Alfa)",63,310047,6oCZE1hdCEac5NnqMUotjh
271,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Dando,57,193974,0kEzIodWrEDtpKS0EYI99X
272,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Ven - Remix,51,184398,34DEq4NjmD2V5OOfUhVbwf
273,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Los Pomposo,49,164164,6VrOzFtjAylmaRV5OsCFeo
274,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Hoy Me Desacato,48,162533,7AjhX1xGxAaaogwOchMGU0
275,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Siga Boyando,47,250510,3pfmXyxD0SzpVVMjK57x1r
276,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Mente de Pecao - Remix,46,200088,7uyM5A5BWpLB6n0z1maIon
277,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Prende,45,182500,6quVCnxdU0UJR9MvErl0eG
278,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Dale Su Banda (feat. Chimbala),43,187297,2QUJUWfD2Ko6bMi4h0RkiT
279,Bulova,61,6NAhbfEqeWELwfjH391Vz0,Baila,43,166060,1TaUwFWotv4lfu2E78BxPd
280,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Dejen Su Loquera,57,177972,0cRdPQhJwgKl2NEvtjUaz7
281,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,El Carton,51,195892,68QTlXvLrJp3wtP57QSjfg
282,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Tembeleke,45,196030,3xULsKQSIkr16oORbAnKxu
283,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Ella Eh!,41,161346,23iuxSWGOfiAhuIK6SjFoS
284,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Te Fuite,38,205557,1bsEYSP9Ei6uAdvmdEJ3VL
285,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,La Pampara Navideña 2019,33,362057,4FiChqPkftUVeZYDXA8VBq
286,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Yo No Queria Engañarte,32,185461,5OMhbKgpYz1jKEqRU9kfzm
287,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,La Lipo,24,216293,5iSYX7LcCEr4VWTJLuTLfa
288,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Baile Del Bikini,23,165818,5Sx7IJpAbWcFb02HXTTCcX
289,Crazy Design,50,3rQXUpppnyxRkQNxoLFtUV,Sacala Pa Ve,23,169037,5jwkujpQcv9EyqQGDgi4bL
290,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Donde Están,41,266291,58SUXI4rmBCfNkQEk9kbsh
291,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Se Te Apago La Luz,37,207200,01x1x08CxWHLBl6YxZMf0z
292,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Salgo Sola (feat. Mestiza),36,200655,5YRPfgu3cwVZO2p0SRcb92
293,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Capea el Dough 2k14,35,707594,7kIP60tCZ6XlAtSbJjGlhU
294,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Capea El Dough 2k17,33,370337,3SOY1DKorxsNPreFiuPwZ1
295,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Me Quiere a Mi (feat. Heidy Brown),31,229068,1DiYU1iQR0bJjQ8Y9faBa8
296,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,E'te Niño,29,173932,5EeXNlEZeoherDmWAr3Nkl
297,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Cuando Salimos,29,200583,0SnLkO6RfRabs9WPLnP20P
298,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,Si No Te Amara,24,199842,0Wgh1XUbVf2Hd5DdIeRgff
299,MelyMel,41,4tM8sp8yDce3Km1pYHQb6Y,IDGAF,25,156433,3wsmLKP2S3BG4xLoAeLVaI
300,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Ponme to Eso Pa Lante,46,167786,7HNX5ap83jCLeWODW6CU2m
301,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,La Malondra (Bella Ciao),41,157431,2Du0czDUGHDzOUQdgmGtnL
302,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Pompi Pa Atra,35,146510,0McSaca6iqz8c8Npd3xcRt
303,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Al Final Pa' Que,32,192168,3iLJ7ow6gwX33qU9KPbFbS
304,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Cual Es Tu Coro,30,207520,7ImY7rQI4nTJbfryeGpoj7
305,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Llegale a Lo Codigo,25,179575,5Yc6RFntdrthCCVxufTMB4
306,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Envidia,24,191218,10VoBA1TnZ9z4h9Y079aH0
307,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Maquinita de Coser,23,203778,5ceBiIckwhWQKOSm48pZsk
308,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Galactico,22,180144,2qeyFMCqIQfcg9Nu77jBTX
309,El Chuape,40,0cXz4Jkhb32ehDe3No7oF9,Tu No Sabe de Eso,21,198095,14vjDzzcssOoPYDHTDLSgQ
310,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,Deja De Hablar De Mí,53,200666,3HJTnmKDiitSKMPmCEYHQT
311,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,Rapidito,52,170000,3ZJ1F8QrGVN6uz9HTF4Mrg
312,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,Domingo,48,178026,5PeheEgPSODBOxPDO4a6QD
313,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,La Envidia,47,194795,4iSS8RdAykVEpJY5pbjwQH
314,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,Que Me Diran,47,185211,7u7wa5ElLqFlunGtvUniJv
315,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,El Mudo - Remix,46,234953,6NFYM779eoWZ59OOMi1qLp
316,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,A Caco,40,178466,3xs7dWQGp8HujcFjsK5vEU
317,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,Te Siento En Para,36,198653,622NSQy3ZLW4MtimvW1NlN
318,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,Pucutu,36,165533,698fThuOjyr2R3UbtQZWbB
319,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,7 Pollos,35,166870,6OBOhtOzzUMHPf018Hoe3z
320,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,No Me Llames,30,207164,6s56PS9FOe9yJB5ti3IULQ
321,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,No Ando En Eso,20,198000,3P61fZmS6nZ2q48wlVmDfb
322,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,Aprieta,20,151498,7j5M97yPZaT0QK2pNMtkt8
323,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,Sola,19,188253,24Uz5JgGHiZou1f0NtJkHn
324,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,Papi Que Bueno Tu Ta (feat. La Materialista & Arcangel),18,228048,2WZIvIyZUGLFykt013hHim
325,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,Volver,17,199098,24De67pxeQCQJuytNtlENI
326,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,Te Bote,16,187155,6ZFx2C4riGUcU1sE68MRSP
327,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,A Tu Nombre,16,190835,7KuqjGohhHlpm7qwG51Vh6
328,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,La Para,16,204187,40lJHRF8s8TxAbL89y4TM5
329,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,Dale Ven Ven,15,193685,6Kpz90O7VP8nXlbFNFd4YB
330,Ceky Vicini,31,3bvJVf4qi3TWELHC6vDvpY,Toy en Alta,24,198000,1lrRORX91fHHThZ3g1bjVi
331,Carlitos Way,26,5QZXZIHEGF2YgObSocvJYa,"Way, Way - Live",15,184360,7w6Zp6MmSnJVaHWBQk1rvd
332,Carlitos Way,26,5QZXZIHEGF2YgObSocvJYa,Pura Mentira,11,168789,0TeJWlIVYTszJPoxho8lxk
333,Carlitos Way,26,5QZXZIHEGF2YgObSocvJYa,Cuidales,0,208001,5hFFPjCCd10X0AiMmCrz11
334,Carlitos Way,26,5QZXZIHEGF2YgObSocvJYa,Revenge,0,163133,0IFIl0X7qh4Repxv64lDhM
335,Carlitos Way,26,5QZXZIHEGF2YgObSocvJYa,Look In My Direction,0,105693,2VzJGlJiLQ9cNlCeRW0t0K
336,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,"Envidioso Remix (feat. Atomic, Quimico, Fuego, Black Point, Paramba & Mr Saik)",22,300068,1KeeQAFqkBfeTnBWMLKYcT
337,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Oye Menor,19,212480,16Xke0EaJ38lUIdCm35jf7
338,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Rapa Encondio - Dirty Mix,19,199960,2KjkMP8Yae3Mcz0xQMO02o
339,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Llego y Mato,18,225048,524FN8Xb023YHPseKpbmxR
340,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Capea el Dembow,18,394919,4bEbXXPY4ANpfZtpk03r8k
341,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Piedra A La Luna,10,172440,27L7GBQRX3s8hwyjU4xIuU
342,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Goza Encondio (with H2) - Clean Mix,7,199456,5i7K6cACGKrHAM8x3xNj1O
343,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Dale Con El Culo (feat. El Jacool),2,201195,7Hh4iyKFrQTE4i7u0Mb0q0
344,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,No Quiero Coro Con Grillo,1,165564,4P4hSY2TiAsH3Ynn1SiPN2
345,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Tu Le Daria,1,176847,6zLjZteHJDckOEm4Dz8dtY
